Ticket ID,Created at,Subject,Description,Requester role,Organization ID
1111,2026-07-30 08:47:41,CSV import failed,"Hello, The importer says ""Upload complete"", but half of the rows are missing from the table. We had to split the file into smaller chunks by hand, which took most of the afternoon. I uploaded a CSV with 5000 rows and only part of it came through, with no error message. Any update would help.",Admin,ACC-040
1112,2026-09-16 16:21:12,Have to remap columns every time,"Following up on last week. The mapping from last week is gone, even though the file has exactly the same headers. Every time we import the weekly export, we have to map all 31 columns again. Could the app remember the mapping for a file with the same columns? Thanks!",Admin,ACC-054
1113,2026-09-19 21:54:19,Restrict dashboards by team,"Hi there. We need to restrict the Churn dashboard to the finance team only. Right now anyone in the workspace can see salary data, which our security review flagged. Can admins create groups and share a folder with a group instead of with each person? Please advise.

Steps to reproduce:
1. Open the Churn dashboard.
2. Set the range to ""Last 30 days"".
3. Compare the total with the source system.",End user,
1114,2026-06-14 20:11:20,CSV import failed,"Following up on last week. This blocks our weekly reporting, because the numbers are incomplete until someone notices. We had to split the file into smaller chunks by hand, which took most of the afternoon. I uploaded a CSV with 1900 rows and only part of it came through, with no error message. The importer says ""Upload complete"", but half of the rows are missing from the table. Any update would help.",End user,ACC-045
1115,2026-07-11 18:17:26,Unexpected overage charge,"Hello, Our invoice this month was 18% higher than last month, and nobody on our side changed anything. Please send a breakdown of the query volume by team. Thanks!",Admin,ACC-044
1116,2026-07-11 20:19:36,Upload rejected with no reason,"Quick question. I uploaded a CSV with 7100 rows and only part of it came through, with no error message. The importer says ""Upload complete"", but half of the rows are missing from the table. This blocks our weekly reporting, because the numbers are incomplete until someone notices. We had to split the file into smaller chunks by hand, which took most of the afternoon.",Executive,ACC-051
1117,2026-07-30 12:12:50,SSO setup,"Quick question. Our IT team expected to configure SAML themselves, the same way they do for other tools. Is there documentation for the SAML attributes you expect? Please advise.",End user,ACC-021
1118,2026-08-27 07:57:05,Numbers don't match Salesforce,"Hi there. Our finance team caught the mismatch during the monthly close, and now they do not trust any of the numbers. Is there a way to see which rows make up a total, so we can reconcile it ourselves? The revenue total on our Pipeline dashboard is about 6% lower than what Salesforce shows for the same period.",End user,ACC-024
1119,2026-09-15 13:04:39,Okta integration help,"Quick question. Our IT team expected to configure SAML themselves, the same way they do for other tools. Is there documentation for the SAML attributes you expect? Any update would help.",End user,ACC-021
1120,2026-06-23 08:29:34,PNG export is blurry,"Quick question. When I export a chart to slides, the colors reset and the axis labels overlap. The PNG export is blurry on a projector, so we take screenshots instead. I rebuild the same 4 charts in PowerPoint every month for the board deck. An SVG or high-resolution export would fix most of this. Thanks in advance.",End user,ACC-047
1121,2026-07-18 12:23:03,Invoice higher than expected,"Hi team, Our invoice this month was 12% higher than last month, and nobody on our side changed anything. Please send a breakdown of the query volume by team. Finance wants a way to set a spending cap before the renewal conversation. Please advise.",End user,ACC-041
1122,2026-07-20 12:36:19,Export to PowerPoint loses formatting,"An SVG or high-resolution export would fix most of this. When I export a chart to slides, the colors reset and the axis labels overlap. The PNG export is blurry on a projector, so we take screenshots instead. I rebuild the same 10 charts in PowerPoint every month for the board deck. Thanks in advance.

Steps to reproduce:
1. Open the Pipeline dashboard.
2. Set the range to ""Last 30 days"".
3. Compare the total with the source system.",End user,ACC-016
1123,2026-08-06 03:15:57,Access control request,Hi there. Can admins create groups and share a folder with a group instead of with each person? Our procurement team said this is a deal breaker for the renewal.,Admin,ACC-055
1124,2026-07-05 20:21:02,SSO setup,"Our IT team expected to configure SAML themselves, the same way they do for other tools. Is there documentation for the SAML attributes you expect? Thanks!",Executive,ACC-058
1125,2026-08-05 20:07:10,Usage bill question,"Quick question. Our invoice this month was 12% higher than last month, and nobody on our side changed anything. Finance wants a way to set a spending cap before the renewal conversation. I cannot find a usage breakdown that explains the overage.",Executive,ACC-004
1126,2026-09-04 20:05:20,Restrict dashboards by team,Quick question. Our procurement team said this is a deal breaker for the renewal. Can admins create groups and share a folder with a group instead of with each person? We need to restrict the Revenue dashboard to the finance team only. Thanks!,Buyer,ACC-012
1127,2026-06-08 03:48:34,Invoice higher than expected,"Our invoice this month was 11% higher than last month, and nobody on our side changed anything. Finance wants a way to set a spending cap before the renewal conversation. I cannot find a usage breakdown that explains the overage. Please send a breakdown of the query volume by team. Please advise.",Buyer,
1128,2026-06-01 10:18:03,Sync status unclear,"Hi team, I can't tell when the Revenue dashboard last refreshed, so I don't know if it includes today's orders. Our execs asked twice this week whether the data was current. Yesterday the numbers looked stale for a few hours, and nobody knew whether the sync was still running. A simple ""last updated"" timestamp on each chart would save us a lot of back and forth.",End user,ACC-058
1129,2026-07-10 12:23:33,When was this data refreshed?,"Hello, Yesterday the numbers looked stale for a few hours, and nobody knew whether the sync was still running. A simple ""last updated"" timestamp on each chart would save us a lot of back and forth. I can't tell when the Executive Summary dashboard last refreshed, so I don't know if it includes today's orders. Any update would help.",Admin,ACC-002
1130,2026-09-16 21:34:37,Access control request,"Following up on last week. Our procurement team said this is a deal breaker for the renewal. Right now anyone in the workspace can see salary data, which our security review flagged. We need to restrict the Revenue dashboard to the finance team only. Please advise.",Admin,ACC-060
1131,2026-08-18 15:30:31,Enable SAML for our workspace,"Our IT team expected to configure SAML themselves, the same way they do for other tools. Is there documentation for the SAML attributes you expect? We tried paying the overage with card 4111 1111 1111 1111, and it was declined. Thanks in advance.

Steps to reproduce:
1. Open the Weekly KPIs dashboard.
2. Set the range to ""Last 30 days"".
3. Compare the total with the source system.",End user,ACC-001
1132,2026-09-12 14:49:39,Enable SAML for our workspace,"Quick question. We want to enable SSO with Okta, but the settings page says to contact support. Rolling out to 195 new seats is on hold until SSO works. Any update would help.",Admin,ACC-051
1133,2026-08-19 18:02:41,Invoice higher than expected,"Hi there. I cannot find a usage breakdown that explains the overage. Our invoice this month was 17% higher than last month, and nobody on our side changed anything. Please send a breakdown of the query volume by team. Please advise.",Admin,ACC-037
1134,2026-06-22 10:11:23,Field mapping lost,"Following up on last week. The mapping from last week is gone, even though the file has exactly the same headers. Every time we import the weekly export, we have to map all 24 columns again. Our ops lead spends about 45 minutes per upload just clicking through the mapping screen. Any update would help.",Executive,ACC-028
1135,2026-09-01 11:42:02,CSV import failed,"Hi there. We had to split the file into smaller chunks by hand, which took most of the afternoon. This blocks our weekly reporting, because the numbers are incomplete until someone notices.",End user,ACC-012
1136,2026-07-17 07:00:46,Invoice higher than expected,"Quick question. Finance wants a way to set a spending cap before the renewal conversation. Please send a breakdown of the query volume by team. Our invoice this month was 14% higher than last month, and nobody on our side changed anything. I cannot find a usage breakdown that explains the overage. Please advise.",Buyer,ACC-029
1137,2026-09-12 09:22:14,PNG export is blurry,"Hi team, An SVG or high-resolution export would fix most of this. When I export a chart to slides, the colors reset and the axis labels overlap. I rebuild the same 15 charts in PowerPoint every month for the board deck.",Admin,ACC-032
1138,2026-08-26 22:40:14,Sync status unclear,"Hello, I can't tell when the Churn dashboard last refreshed, so I don't know if it includes today's orders. A simple ""last updated"" timestamp on each chart would save us a lot of back and forth. Yesterday the numbers looked stale for a few hours, and nobody knew whether the sync was still running. Our execs asked twice this week whether the data was current.",Executive,ACC-012
1139,2026-06-04 14:43:29,Restrict dashboards by team,"Hi team, Our procurement team said this is a deal breaker for the renewal. We need to restrict the Pipeline dashboard to the finance team only. Can admins create groups and share a folder with a group instead of with each person? Right now anyone in the workspace can see salary data, which our security review flagged. Any update would help.",Buyer,ACC-048
1140,2026-08-15 20:30:55,CSV import failed,"Hi there. If a row is malformed, please tell us which one, instead of silently dropping it. We had to split the file into smaller chunks by hand, which took most of the afternoon. I uploaded a CSV with 1300 rows and only part of it came through, with no error message. This blocks our weekly reporting, because the numbers are incomplete until someone notices. Please advise.

Steps to reproduce:
1. Open the Marketing Funnel dashboard.
2. Set the range to ""Last 30 days"".
3. Compare the total with the source system.",End user,ACC-053
1141,2026-08-06 07:30:35,Have to remap columns every time,"Quick question. Every time we import the weekly export, we have to map all 28 columns again. Our ops lead spends about 31 minutes per upload just clicking through the mapping screen.",Admin,
1142,2026-07-10 07:05:23,Upload rejected with no reason,"Following up on last week. This blocks our weekly reporting, because the numbers are incomplete until someone notices. The importer says ""Upload complete"", but half of the rows are missing from the table. I uploaded a CSV with 3200 rows and only part of it came through, with no error message. If a row is malformed, please tell us which one, instead of silently dropping it. Thanks in advance.",End user,ACC-049
1143,2026-08-07 02:49:17,Enable SAML for our workspace,"Quick question. We want to enable SSO with Okta, but the settings page says to contact support. Our IT team expected to configure SAML themselves, the same way they do for other tools. Rolling out to 349 new seats is on hold until SSO works. Is there documentation for the SAML attributes you expect? Any update would help.",End user,ACC-047
1144,2026-08-12 09:59:34,Field mapping lost,"Our ops lead spends about 47 minutes per upload just clicking through the mapping screen. The mapping from last week is gone, even though the file has exactly the same headers. Every time we import the weekly export, we have to map all 23 columns again.",Executive,ACC-003
1145,2026-06-03 23:59:56,Usage bill question,"Hello, I cannot find a usage breakdown that explains the overage. Please send a breakdown of the query volume by team. Thanks!",Buyer,ACC-055
1146,2026-09-06 04:50:21,Usage bill question,"Hi team, I cannot find a usage breakdown that explains the overage. Please send a breakdown of the query volume by team. Thanks!",Admin,ACC-008
1147,2026-06-01 19:56:14,When was this data refreshed?,"Yesterday the numbers looked stale for a few hours, and nobody knew whether the sync was still running. Our execs asked twice this week whether the data was current. Any update would help.",End user,ACC-008
1148,2026-07-11 21:10:14,Import stuck at 0%,"Hi team, The importer says ""Upload complete"", but half of the rows are missing from the table. We had to split the file into smaller chunks by hand, which took most of the afternoon. This blocks our weekly reporting, because the numbers are incomplete until someone notices. Please advise.",Admin,
1149,2026-06-19 15:57:12,Sync status unclear,"Hello, Yesterday the numbers looked stale for a few hours, and nobody knew whether the sync was still running. I can't tell when the Marketing Funnel dashboard last refreshed, so I don't know if it includes today's orders. Any update would help.

Steps to reproduce:
1. Open the Revenue dashboard.
2. Set the range to ""Last 30 days"".
3. Compare the total with the source system.",Executive,ACC-057
1150,2026-07-27 16:26:39,PNG export is blurry,"Following up on last week. The PNG export is blurry on a projector, so we take screenshots instead. An SVG or high-resolution export would fix most of this. When I export a chart to slides, the colors reset and the axis labels overlap. Any update would help.",Admin,ACC-004
1151,2026-09-17 02:15:54,Unexpected overage charge,"Our invoice this month was 7% higher than last month, and nobody on our side changed anything. I cannot find a usage breakdown that explains the overage. Please send a breakdown of the query volume by team. Please advise.",End user,ACC-053
1152,2026-09-19 05:36:03,Import stuck at 0%,"Hello, I uploaded a CSV with 8400 rows and only part of it came through, with no error message. The importer says ""Upload complete"", but half of the rows are missing from the table. Thanks in advance.",Admin,ACC-008
1153,2026-06-01 16:54:57,Enable SAML for our workspace,"Rolling out to 82 new seats is on hold until SSO works. We want to enable SSO with Okta, but the settings page says to contact support. Is there documentation for the SAML attributes you expect? Any update would help.",End user,ACC-058
1154,2026-07-14 06:44:40,Numbers don't match Salesforce,"Quick question. Is there a way to see which rows make up a total, so we can reconcile it ourselves? We filtered both systems to the same date range, and the totals still differ. The revenue total on our Weekly KPIs dashboard is about 6% lower than what Salesforce shows for the same period. Please advise.",End user,ACC-030
1155,2026-06-13 15:23:48,Unexpected overage charge,"Finance wants a way to set a spending cap before the renewal conversation. I cannot find a usage breakdown that explains the overage. Please send a breakdown of the query volume by team. Our invoice this month was 10% higher than last month, and nobody on our side changed anything.",End user,ACC-005
1156,2026-06-16 17:35:57,Sync status unclear,"Quick question. Our execs asked twice this week whether the data was current. I can't tell when the Churn dashboard last refreshed, so I don't know if it includes today's orders. A simple ""last updated"" timestamp on each chart would save us a lot of back and forth. Any update would help.",End user,ACC-035
1157,2026-09-04 11:27:09,Dashboard totals are wrong,"Following up on last week. Our finance team caught the mismatch during the monthly close, and now they do not trust any of the numbers. We filtered both systems to the same date range, and the totals still differ. Thanks in advance.",Executive,ACC-030
1158,2026-07-08 23:21:48,Usage bill question,"Hello, Finance wants a way to set a spending cap before the renewal conversation. I cannot find a usage breakdown that explains the overage. Our invoice this month was 10% higher than last month, and nobody on our side changed anything. Please send a breakdown of the query volume by team. Thanks!

Steps to reproduce:
1. Open the Weekly KPIs dashboard.
2. Set the range to ""Last 30 days"".
3. Compare the total with the source system.",Admin,ACC-035
1159,2026-06-14 19:47:11,Restrict dashboards by team,"Our procurement team said this is a deal breaker for the renewal. Right now anyone in the workspace can see salary data, which our security review flagged. We need to restrict the Churn dashboard to the finance team only. Can admins create groups and share a folder with a group instead of with each person?",Admin,ACC-018
1160,2026-08-18 23:09:04,Upload rejected with no reason,"Hi there. This blocks our weekly reporting, because the numbers are incomplete until someone notices. We had to split the file into smaller chunks by hand, which took most of the afternoon. I uploaded a CSV with 2500 rows and only part of it came through, with no error message.",Buyer,ACC-060
1161,2026-06-06 01:59:03,Field mapping lost,"Our ops lead spends about 40 minutes per upload just clicking through the mapping screen. The mapping from last week is gone, even though the file has exactly the same headers. Could the app remember the mapping for a file with the same columns? Every time we import the weekly export, we have to map all 22 columns again. Please advise.",Executive,ACC-058
1162,2026-08-22 09:14:27,Access control request,"Hello, Our procurement team said this is a deal breaker for the renewal. Right now anyone in the workspace can see salary data, which our security review flagged. Thanks in advance.",End user,ACC-001
1163,2026-07-13 16:09:15,CSV import failed,"Following up on last week. I uploaded a CSV with 5200 rows and only part of it came through, with no error message. This blocks our weekly reporting, because the numbers are incomplete until someone notices. Any update would help.",End user,ACC-045
1164,2026-09-17 09:59:29,Usage bill question,"Following up on last week. Our invoice this month was 4% higher than last month, and nobody on our side changed anything. Please send a breakdown of the query volume by team. I cannot find a usage breakdown that explains the overage. Please advise.",End user,
1165,2026-06-05 16:52:02,Sync status unclear,"Hi there. I can't tell when the Executive Summary dashboard last refreshed, so I don't know if it includes today's orders. Our execs asked twice this week whether the data was current. Thanks in advance.",End user,ACC-023
1166,2026-09-11 14:31:01,SSO setup,"Hello, We want to enable SSO with Okta, but the settings page says to contact support. Is there documentation for the SAML attributes you expect? Thanks in advance.",End user,ACC-054
1167,2026-08-11 10:57:01,Revenue chart off by a few percent,"Hi there. Our finance team caught the mismatch during the monthly close, and now they do not trust any of the numbers. I have to screenshot the source system next to yours in every exec review to prove the figure is right. Please advise.

Steps to reproduce:
1. Open the Pipeline dashboard.
2. Set the range to ""Last 30 days"".
3. Compare the total with the source system.",End user,ACC-030
1168,2026-06-15 02:17:29,SSO setup,"Hi team, We want to enable SSO with Okta, but the settings page says to contact support. Our IT team expected to configure SAML themselves, the same way they do for other tools. Any update would help.",End user,ACC-034
1169,2026-06-11 06:46:38,Sync status unclear,"Quick question. Yesterday the numbers looked stale for a few hours, and nobody knew whether the sync was still running. A simple ""last updated"" timestamp on each chart would save us a lot of back and forth. Our execs asked twice this week whether the data was current. I can't tell when the Marketing Funnel dashboard last refreshed, so I don't know if it includes today's orders. Thanks in advance.",End user,ACC-037
1170,2026-06-11 08:10:20,Unexpected overage charge,"Hello, Please send a breakdown of the query volume by team. I cannot find a usage breakdown that explains the overage. Please advise.",End user,ACC-012
1171,2026-09-01 02:21:24,CSV import failed,"Hello, We had to split the file into smaller chunks by hand, which took most of the afternoon. If a row is malformed, please tell us which one, instead of silently dropping it. This blocks our weekly reporting, because the numbers are incomplete until someone notices. The importer says ""Upload complete"", but half of the rows are missing from the table.",Buyer,ACC-052
1172,2026-06-14 12:58:49,Access control request,"Hi there. We need to restrict the Marketing Funnel dashboard to the finance team only. Our procurement team said this is a deal breaker for the renewal. Right now anyone in the workspace can see salary data, which our security review flagged. Can admins create groups and share a folder with a group instead of with each person? We tried paying the overage with card 4111 1111 1111 1111, and it was declined.",End user,ACC-042
1173,2026-07-04 16:27:12,CSV import failed,"Hi team, We had to split the file into smaller chunks by hand, which took most of the afternoon. This blocks our weekly reporting, because the numbers are incomplete until someone notices. The importer says ""Upload complete"", but half of the rows are missing from the table. If a row is malformed, please tell us which one, instead of silently dropping it. Any update would help.",End user,ACC-047
1174,2026-07-29 04:56:25,Usage bill question,"Hi team, I cannot find a usage breakdown that explains the overage. Finance wants a way to set a spending cap before the renewal conversation. Thanks!",End user,ACC-042
1175,2026-06-01 09:55:45,Have to remap columns every time,"Hi team, Our ops lead spends about 45 minutes per upload just clicking through the mapping screen. Could the app remember the mapping for a file with the same columns? Any update would help.",Buyer,ACC-060
1176,2026-06-03 22:29:59,Restrict dashboards by team,"Hello, Our procurement team said this is a deal breaker for the renewal. Can admins create groups and share a folder with a group instead of with each person? We need to restrict the Executive Summary dashboard to the finance team only. Right now anyone in the workspace can see salary data, which our security review flagged.

Steps to reproduce:
1. Open the Churn dashboard.
2. Set the range to ""Last 30 days"".
3. Compare the total with the source system.",Admin,ACC-035
1177,2026-06-27 13:53:44,Field mapping lost,"Quick question. Could the app remember the mapping for a file with the same columns? Our ops lead spends about 42 minutes per upload just clicking through the mapping screen. Every time we import the weekly export, we have to map all 17 columns again. Please advise.",Admin,ACC-013
1178,2026-07-20 00:42:38,Usage bill question,"Hi team, I cannot find a usage breakdown that explains the overage. Our invoice this month was 10% higher than last month, and nobody on our side changed anything. Please send a breakdown of the query volume by team. Any update would help.",Buyer,ACC-041
1179,2026-07-30 09:24:51,Usage bill question,"Hi there. Finance wants a way to set a spending cap before the renewal conversation. Our invoice this month was 11% higher than last month, and nobody on our side changed anything. I cannot find a usage breakdown that explains the overage. Thanks in advance.",Admin,
1180,2026-06-03 03:33:14,Restrict dashboards by team,We need to restrict the Weekly KPIs dashboard to the finance team only. Can admins create groups and share a folder with a group instead of with each person? Please advise.,End user,
1181,2026-06-19 23:38:05,PNG export is blurry,"Quick question. When I export a chart to slides, the colors reset and the axis labels overlap. The PNG export is blurry on a projector, so we take screenshots instead. An SVG or high-resolution export would fix most of this.",Buyer,ACC-034
1182,2026-08-05 05:21:36,Need team-level permissions,"Hi there. Right now anyone in the workspace can see salary data, which our security review flagged. Our procurement team said this is a deal breaker for the renewal. Can admins create groups and share a folder with a group instead of with each person? We need to restrict the Churn dashboard to the finance team only. Please advise.",Admin,ACC-020
1183,2026-08-13 11:00:22,Export to PowerPoint loses formatting,"Quick question. When I export a chart to slides, the colors reset and the axis labels overlap. An SVG or high-resolution export would fix most of this. Any update would help.",Admin,ACC-046
1184,2026-07-27 17:22:58,Stale data on the home dashboard,"Hello, I can't tell when the Churn dashboard last refreshed, so I don't know if it includes today's orders. A simple ""last updated"" timestamp on each chart would save us a lot of back and forth. Our execs asked twice this week whether the data was current. Thanks!",End user,ACC-039
1185,2026-06-23 22:42:46,Revenue chart off by a few percent,"Hi there. I have to screenshot the source system next to yours in every exec review to prove the figure is right. Is there a way to see which rows make up a total, so we can reconcile it ourselves? Our finance team caught the mismatch during the monthly close, and now they do not trust any of the numbers. Thanks in advance.

Steps to reproduce:
1. Open the Marketing Funnel dashboard.
2. Set the range to ""Last 30 days"".
3. Compare the total with the source system.",Admin,ACC-051
1186,2026-06-06 13:20:45,Sync status unclear,"Quick question. I can't tell when the Churn dashboard last refreshed, so I don't know if it includes today's orders. Our execs asked twice this week whether the data was current. Yesterday the numbers looked stale for a few hours, and nobody knew whether the sync was still running. A simple ""last updated"" timestamp on each chart would save us a lot of back and forth. Thanks in advance.",Buyer,ACC-005
1187,2026-08-31 22:37:57,Revenue chart off by a few percent,"Hello, We filtered both systems to the same date range, and the totals still differ. I have to screenshot the source system next to yours in every exec review to prove the figure is right. Is there a way to see which rows make up a total, so we can reconcile it ourselves? Any update would help.",Admin,ACC-040
1188,2026-07-03 19:17:01,Mapping not saved,"Hello, Could the app remember the mapping for a file with the same columns? Our ops lead spends about 11 minutes per upload just clicking through the mapping screen. Every time we import the weekly export, we have to map all 17 columns again. Thanks!",Admin,ACC-053
1189,2026-09-12 15:38:29,Restrict dashboards by team,Following up on last week. Can admins create groups and share a folder with a group instead of with each person? We need to restrict the Weekly KPIs dashboard to the finance team only. Our procurement team said this is a deal breaker for the renewal. Thanks in advance.,End user,ACC-058
1190,2026-06-19 16:39:18,Upload rejected with no reason,"Hi team, We had to split the file into smaller chunks by hand, which took most of the afternoon. The importer says ""Upload complete"", but half of the rows are missing from the table. If a row is malformed, please tell us which one, instead of silently dropping it. I uploaded a CSV with 6600 rows and only part of it came through, with no error message. Thanks in advance.",End user,ACC-012
1191,2026-08-29 09:43:54,CSV import failed,"Hi team, We had to split the file into smaller chunks by hand, which took most of the afternoon. The importer says ""Upload complete"", but half of the rows are missing from the table. Thanks in advance.",Admin,ACC-011
1192,2026-07-07 08:53:32,Access control request,Following up on last week. Our procurement team said this is a deal breaker for the renewal. We need to restrict the Churn dashboard to the finance team only. Can admins create groups and share a folder with a group instead of with each person? Thanks in advance.,End user,ACC-047
1193,2026-08-08 02:52:05,Unexpected overage charge,"Hi there. Finance wants a way to set a spending cap before the renewal conversation. Our invoice this month was 9% higher than last month, and nobody on our side changed anything. Please send a breakdown of the query volume by team. I cannot find a usage breakdown that explains the overage.",Executive,ACC-048
1194,2026-07-03 08:56:43,Import stuck at 0%,"Hi team, We had to split the file into smaller chunks by hand, which took most of the afternoon. If a row is malformed, please tell us which one, instead of silently dropping it. The importer says ""Upload complete"", but half of the rows are missing from the table. I uploaded a CSV with 6800 rows and only part of it came through, with no error message.

Steps to reproduce:
1. Open the Revenue dashboard.
2. Set the range to ""Last 30 days"".
3. Compare the total with the source system.",Buyer,ACC-023
1195,2026-07-24 19:25:40,Usage bill question,"Hello, I cannot find a usage breakdown that explains the overage. Finance wants a way to set a spending cap before the renewal conversation. Please send a breakdown of the query volume by team. Our invoice this month was 17% higher than last month, and nobody on our side changed anything. Thanks in advance.",Admin,ACC-007
1196,2026-06-23 22:10:24,Stale data on the home dashboard,"Hi there. Our execs asked twice this week whether the data was current. A simple ""last updated"" timestamp on each chart would save us a lot of back and forth. Yesterday the numbers looked stale for a few hours, and nobody knew whether the sync was still running. Please advise.",End user,ACC-008
1197,2026-06-06 11:14:15,Upload rejected with no reason,"Hello, The importer says ""Upload complete"", but half of the rows are missing from the table. I uploaded a CSV with 2800 rows and only part of it came through, with no error message. Thanks!",Admin,ACC-031
1198,2026-08-14 06:02:52,Dashboard totals are wrong,"Hi team, Our finance team caught the mismatch during the monthly close, and now they do not trust any of the numbers. Is there a way to see which rows make up a total, so we can reconcile it ourselves? We filtered both systems to the same date range, and the totals still differ.",Buyer,
1199,2026-06-14 16:44:34,Enable SAML for our workspace,"Hello, We want to enable SSO with Okta, but the settings page says to contact support. Rolling out to 178 new seats is on hold until SSO works. Our IT team expected to configure SAML themselves, the same way they do for other tools. Please advise.",Admin,
1200,2026-09-03 20:03:45,Export to PowerPoint loses formatting,Quick question. An SVG or high-resolution export would fix most of this. I rebuild the same 13 charts in PowerPoint every month for the board deck. Please advise.,Executive,
1201,2026-07-18 05:49:40,Okta integration help,"Hello, Is there documentation for the SAML attributes you expect? We want to enable SSO with Okta, but the settings page says to contact support. Our IT team expected to configure SAML themselves, the same way they do for other tools. Thanks!",Admin,ACC-014
1202,2026-09-02 20:30:00,Okta integration help,"Our IT team expected to configure SAML themselves, the same way they do for other tools. Is there documentation for the SAML attributes you expect? Rolling out to 341 new seats is on hold until SSO works. Please advise.",Admin,ACC-045
1203,2026-08-22 10:17:52,PNG export is blurry,"An SVG or high-resolution export would fix most of this. The PNG export is blurry on a projector, so we take screenshots instead. Please advise.

Steps to reproduce:
1. Open the Churn dashboard.
2. Set the range to ""Last 30 days"".
3. Compare the total with the source system.",Executive,ACC-004
1204,2026-08-02 12:03:51,Upload rejected with no reason,"Following up on last week. This blocks our weekly reporting, because the numbers are incomplete until someone notices. I uploaded a CSV with 8100 rows and only part of it came through, with no error message. The importer says ""Upload complete"", but half of the rows are missing from the table. We had to split the file into smaller chunks by hand, which took most of the afternoon. Any update would help.",End user,ACC-017
1205,2026-06-20 19:31:52,Enable SAML for our workspace,"Hi team, We want to enable SSO with Okta, but the settings page says to contact support. Rolling out to 115 new seats is on hold until SSO works. Is there documentation for the SAML attributes you expect? Thanks in advance.",End user,ACC-042
1206,2026-07-04 13:18:06,CSV import failed,"Quick question. The importer says ""Upload complete"", but half of the rows are missing from the table. This blocks our weekly reporting, because the numbers are incomplete until someone notices. We had to split the file into smaller chunks by hand, which took most of the afternoon. Thanks in advance.",End user,ACC-003
1207,2026-08-17 04:31:36,Upload rejected with no reason,"Quick question. I uploaded a CSV with 3200 rows and only part of it came through, with no error message. If a row is malformed, please tell us which one, instead of silently dropping it. Please advise.",Admin,ACC-015
1208,2026-07-05 20:20:47,Have to remap columns every time,"Hi there. Could the app remember the mapping for a file with the same columns? Every time we import the weekly export, we have to map all 33 columns again. The mapping from last week is gone, even though the file has exactly the same headers. Thanks in advance.",Executive,ACC-021
1209,2026-07-21 18:28:04,Sync status unclear,"Following up on last week. Yesterday the numbers looked stale for a few hours, and nobody knew whether the sync was still running. I can't tell when the Churn dashboard last refreshed, so I don't know if it includes today's orders. Our execs asked twice this week whether the data was current. A simple ""last updated"" timestamp on each chart would save us a lot of back and forth. Any update would help.",End user,ACC-014
1210,2026-07-12 18:19:11,Numbers don't match Salesforce,"Hello, The revenue total on our Pipeline dashboard is about 10% lower than what Salesforce shows for the same period. I have to screenshot the source system next to yours in every exec review to prove the figure is right. Thanks in advance.",Executive,ACC-016
1211,2026-06-26 21:49:54,SSO setup,"Hi team, We want to enable SSO with Okta, but the settings page says to contact support. Is there documentation for the SAML attributes you expect? Rolling out to 190 new seats is on hold until SSO works. Thanks in advance.",End user,ACC-033
1212,2026-07-18 15:45:11,Okta integration help,"Hi team, Rolling out to 146 new seats is on hold until SSO works. Is there documentation for the SAML attributes you expect? We want to enable SSO with Okta, but the settings page says to contact support. Thanks in advance.

Steps to reproduce:
1. Open the Marketing Funnel dashboard.
2. Set the range to ""Last 30 days"".
3. Compare the total with the source system.",Executive,ACC-045
1213,2026-06-21 19:33:01,Usage bill question,Finance wants a way to set a spending cap before the renewal conversation. Please send a breakdown of the query volume by team. Call me at (212) 555-0147 if a screen share is easier.,End user,ACC-018
1214,2026-09-04 09:55:25,Mapping not saved,"Hi there. Our ops lead spends about 31 minutes per upload just clicking through the mapping screen. The mapping from last week is gone, even though the file has exactly the same headers. Could the app remember the mapping for a file with the same columns?",Buyer,ACC-052
1215,2026-07-10 10:37:42,Sync status unclear,"Hi team, Our execs asked twice this week whether the data was current. I can't tell when the Pipeline dashboard last refreshed, so I don't know if it includes today's orders. Yesterday the numbers looked stale for a few hours, and nobody knew whether the sync was still running. A simple ""last updated"" timestamp on each chart would save us a lot of back and forth. Any update would help.",Buyer,ACC-059
1216,2026-07-01 18:00:49,Export to PowerPoint loses formatting,"The PNG export is blurry on a projector, so we take screenshots instead. I rebuild the same 14 charts in PowerPoint every month for the board deck. When I export a chart to slides, the colors reset and the axis labels overlap. Thanks!",Buyer,ACC-011
1217,2026-06-16 01:22:00,Stale data on the home dashboard,"Hi team, Our execs asked twice this week whether the data was current. I can't tell when the Marketing Funnel dashboard last refreshed, so I don't know if it includes today's orders. Thanks in advance.",End user,
1218,2026-07-13 09:56:29,CSV import failed,"Following up on last week. I uploaded a CSV with 3700 rows and only part of it came through, with no error message. This blocks our weekly reporting, because the numbers are incomplete until someone notices.",Executive,ACC-056
1219,2026-07-31 16:10:41,When was this data refreshed?,"Following up on last week. A simple ""last updated"" timestamp on each chart would save us a lot of back and forth. Our execs asked twice this week whether the data was current. I can't tell when the Marketing Funnel dashboard last refreshed, so I don't know if it includes today's orders. Yesterday the numbers looked stale for a few hours, and nobody knew whether the sync was still running. Thanks in advance.",End user,ACC-002
1220,2026-09-18 11:44:51,SSO setup,"Following up on last week. Is there documentation for the SAML attributes you expect? We want to enable SSO with Okta, but the settings page says to contact support. Rolling out to 70 new seats is on hold until SSO works. Any update would help.",Admin,ACC-059
